Interrupt selected
 Please press PB0 to continue
2,1,0,12,48539,0
4,2,0,13,33749,2463
6,3,0,8,57481,7
8,4,0,19,64929,0
10,5,0,18,32194,0
12,6,0,11,11782,0
14,7,0,26,52982,0
16,8,0,15,41040,0
18,9,0,30,30462,0
20,10,0,38,20077,0
22,11,0,16,12694,0
24,12,0,18,4806,0
26,13,0,21,2491,0
28,14,0,50,61221,0
30,15,0,28,56252,0
32,16,0,31,51729,0
34,17,0,55,49883,0
36,18,0,44,46415,0
38,19,0,44,45312,0
40,20,0,42,40818,0
42,21,0,60,39274,0
44,22,0,62,37005,0
46,23,0,52,35713,0
48,24,0,49,35993,0
50,25,0,51,31783,0
52,26,0,41,30990,0
54,27,0,50,28913,0
56,28,0,45,27385,0
58,29,0,56,27213,0
60,30,0,64,25809,0
62,31,0,63,24223,0
64,32,0,76,24120,0
66,33,41,72,22712,0
68,34,0,53,23131,0
70,35,30,87,20946,0
72,36,120,63,26627,0
74,37,530,69,19949,0
76,38,95,88,18703,0
78,39,0,71,17971,0
80,40,122,69,18581,0
82,41,0,76,17008,0
84,42,369,84,19559,0
86,43,159,88,15733,0
88,44,317,100,17643,0
90,45,263,77,16559,0
92,46,175,99,15228,0
94,47,125,94,14014,0
96,48,1,76,13607,0
98,49,321,69,13335,0
100,50,630,68,13073,0
102,51,915,84,12821,0
104,52,1179,85,12579,0
106,53,1461,67,12347,0
108,54,1730,94,15577,0
110,55,1982,101,17847,0
112,56,2191,121,13167,0
114,57,356,88,9860,0
116,58,110,108,10127,0
118,59,322,106,10001,0
120,60,570,106,9838,0
122,61,807,93,9679,0
124,62,1057,102,9525,0
126,63,1249,104,9376,0
128,64,1506,116,10173,0
130,65,706,122,8461,0
132,66,932,111,8531,0
134,67,1148,119,8758,0
136,68,805,117,8084,0
138,69,658,137,8864,0
140,70,450,132,8156,0
142,71,303,124,7172,0
144,72,38,141,6850,0
146,73,120,108,6758,0
148,74,321,108,6668,0
150,75,530,106,6580,0
152,76,721,106,6495,0
154,77,915,122,6411,0
156,78,1091,121,6330,0
158,79,1250,119,6252,0
160,80,1461,106,6174,0
162,81,1619,108,6099,0
164,82,1779,106,6025,0
166,83,1983,119,5953,0
168,84,2087,120,5883,0
170,85,2283,107,5815,0
172,86,2462,119,5749,0
174,87,2602,119,5682,0
176,88,2749,120,5618,0
178,89,2777,120,5556,0
180,90,3005,118,5495,0
182,91,3140,119,5435,0
184,92,3280,106,5377,0
186,93,3429,105,5320,0
188,94,3507,103,5264,0
190,95,3644,104,5209,0
192,96,3765,120,5155,0
194,97,3869,104,5103,0
196,98,3967,118,5051,0
198,99,4159,104,5001,0
200,100,4242,119,4951,0
202,101,4323,118,4902,0
204,102,4479,102,4855,0
206,103,4628,118,4808,0
208,104,4761,118,4762,0
210,105,4864,116,4717,0
212,106,4917,116,4673,0
214,107,5014,119,4630,0
216,108,5158,106,4588,0
218,109,5266,165,6922,0
220,110,5366,210,8683,0
222,111,5470,213,8775,0
224,112,5557,217,6239,0
226,113,5637,221,5016,0
228,114,2197,167,2199,0
230,115,2271,168,2176,0
232,116,2462,179,2458,0
234,117,2670,157,2763,0
236,118,2801,165,2802,0
238,119,2892,164,2779,0
240,120,2983,162,2755,0
242,121,3095,155,2733,0
244,122,3223,172,2710,0
246,123,3357,173,2688,0
248,124,3426,172,2667,0
250,125,3526,157,2646,0
252,126,3631,170,2625,0
254,127,3718,148,2605,0
256,128,3821,240,4846,0
258,129,3911,241,3243,0
260,130,2421,227,2075,0
262,131,2300,224,1573,0
264,132,2713,179,1881,0
266,133,2818,197,1866,0
268,134,2906,243,3365,0
270,135,3005,248,1911,0
272,136,1615,206,1012,0
274,137,2354,242,2622,0
276,138,1256,241,899,0
278,139,1983,251,2378,0
280,140,1192,253,1375,0
282,141,1067,249,1202,0
284,142,709,253,378,0
286,143,556,249,288,0
288,144,66,242,3,0
290,145,38,264,1,0
292,146,0,280,1,0
294,147,120,227,1,0
296,148,239,227,1,0
298,149,321,227,1,0
300,150,473,227,1,0
302,151,530,227,1,0
304,152,630,227,1,0
306,153,721,227,1,0
308,154,921,227,1,0
310,155,916,227,1,0
312,156,1013,227,1,0
314,157,1101,227,1,0
316,158,1179,227,1,0
318,159,1250,227,1,0
320,160,1380,227,1,0
322,161,1462,227,1,0
324,162,1534,227,1,0
326,163,1619,227,1,0
328,164,1731,227,1,0
330,165,1780,227,1,0
332,166,1882,227,1,0
334,167,1941,227,1,0
336,168,1973,227,1,0
338,169,2087,227,1,0
340,170,2192,227,1,0
342,171,2284,227,1,0
344,172,2312,227,1,0
346,173,2463,227,1,0
348,174,2500,227,1,0
350,175,2603,227,1,0
352,176,2664,227,1,0
354,177,2751,227,1,0
356,178,2793,227,1,0
358,179,2867,227,1,0
360,180,2934,227,1,0
362,181,3006,227,1,0
