NIOOOOS II!
Tight Polling selected
Please press PB0 to continue
2,1,6850,4,53385,0
4,2,0,3,35590,20824
6,3,10865,3,54033,6
8,4,0,3,57911,0
10,5,0,5,14775,0
12,6,0,7,1003,0
14,7,0,9,38652,0
16,8,13059,11,43392,0
18,9,0,13,21122,0
20,10,0,15,20016,0
22,11,12492,16,13634,0
24,12,8666,16,2720,0
26,13,0,16,53569,0
28,14,0,18,49998,0
30,15,0,23,62474,0
32,16,14531,24,57729,0
34,17,0,29,37048,0
36,18,0,30,28074,0
38,19,0,29,30001,0
40,20,9521,34,38096,0
42,21,0,35,25614,0
44,22,12418,36,37268,0
46,23,13881,40,40336,0
48,24,12741,40,36044,0
50,25,0,37,8557,0
52,26,0,36,12,0
54,27,11900,45,29763,0
56,28,0,39,10886,0
58,29,0,45,8892,0
60,30,10750,51,26881,0
62,31,12495,53,27084,0
64,32,0,35,9,0
66,33,0,37,7,0
68,34,0,37,6,0
70,35,13884,58,25463,0
72,36,12213,60,22955,0
74,37,10524,61,21052,0
76,38,10254,65,20512,0
78,39,8331,59,16667,0
80,40,0,34,3,0
82,41,0,36,2,0
84,42,0,37,2,0
86,43,0,38,2,0
88,44,0,34,2,0
90,45,0,34,2,0
92,46,0,35,2,0
94,47,0,33,2,0
96,48,0,32,2,0
98,49,0,34,1,0
100,50,0,36,1,0
102,51,0,35,1,0
104,52,0,35,1,0
106,53,0,35,1,0
108,54,0,34,1,0
110,55,0,36,1,0
112,56,0,35,1,0
114,57,12927,87,12930,0
116,58,13556,94,13559,0
118,59,13328,95,13332,0
120,60,14046,101,14050,0
122,61,0,38,2,0
124,62,0,38,2,0
126,63,0,37,2,0
128,64,0,35,2,0
130,65,0,36,2,0
132,66,0,36,2,0
134,67,0,36,2,0
136,68,0,33,1,0
138,69,0,36,2,0
140,70,14076,126,12909,0
142,71,13878,129,12344,0
144,72,13692,122,11740,0
146,73,13506,125,11260,0
148,74,13330,115,10666,0
150,75,13150,127,10525,0
152,76,12980,125,10389,0
154,77,12816,104,8546,0
156,78,12654,110,8438,0
158,79,12495,117,8333,0
160,80,11968,96,6360,0
162,81,12192,113,8130,0
164,82,12044,131,9035,0
166,83,11901,113,7936,0
168,84,11760,111,7842,0
170,85,11622,123,7751,0
172,86,11490,117,7662,0
174,87,13632,132,9090,0
176,88,11232,99,5618,0
178,89,11108,101,5556,0
180,90,10986,103,5495,0
182,91,10866,98,5435,0
184,92,10748,104,5376,0
186,93,10636,136,7977,0
188,94,11416,133,7671,0
190,95,12084,142,7393,0
192,96,12876,141,7088,0
194,97,10200,35,3,0
196,98,13464,135,6734,0
198,99,9997,35,2,0
200,100,9898,35,2,0
202,101,9800,35,2,0
204,102,9705,32,2,0
206,103,9612,37,2,0
208,104,9520,36,2,0
210,105,9430,36,2,0
212,106,9342,151,6229,0
214,107,9258,145,6172,0
216,108,9630,143,5962,0
218,109,9438,144,5942,0
220,110,11811,132,5070,0
222,111,11328,140,5150,0
224,112,11373,134,5056,0
226,113,8770,119,4385,0
228,114,8694,125,4347,0
230,115,8618,126,4309,0
232,116,8546,127,4273,0
234,117,8472,128,4236,0
236,118,8402,128,4201,0
