2,1,0,10,48539,0
4,2,0,6,33266,3497
6,3,0,8,57480,9
8,4,0,22,64928,0
10,5,0,40,32191,0
12,6,0,37,4984,0
14,7,0,20,52983,0
16,8,0,38,41038,0
18,9,0,44,30460,0
20,10,0,40,19195,0
22,11,0,16,12696,0
24,12,0,51,4805,0
26,13,0,45,64626,0
28,14,0,21,61223,0
30,15,0,40,56251,0
32,16,0,51,51728,0
34,17,0,28,49882,0
36,18,0,58,46413,0
38,19,0,46,44530,0
40,20,0,29,40818,0
42,21,0,53,39637,0
44,22,0,35,37003,0
46,23,0,37,35715,0
48,24,0,43,35996,0
50,25,0,40,31785,0
52,26,0,44,30991,0
54,27,0,67,30612,0
56,28,0,73,27384,0
58,29,0,70,27210,0
60,30,0,64,25809,0
62,31,0,62,24224,0
64,32,0,51,24120,0
66,33,41,61,22715,0
68,34,0,77,23130,0
70,35,30,61,20945,0
72,36,120,72,26630,0
74,37,530,87,19956,0
76,38,95,82,18702,0
78,39,1,60,17970,0
80,40,121,86,18579,0
82,41,0,63,17008,0
84,42,369,74,19560,0
86,43,159,79,15735,0
88,44,318,75,17650,0
90,45,263,87,16563,0
92,46,176,94,15236,0
94,47,125,73,14016,0
96,48,0,74,13607,0
98,49,322,69,13335,0
100,50,629,87,13072,0
102,51,915,74,12821,0
104,52,1179,76,12579,0
106,53,1461,86,12346,0
108,54,1730,75,14710,0
110,55,1983,101,17852,0
112,56,2192,121,12442,0
114,57,354,93,9858,0
116,58,110,108,10129,0
118,59,322,96,10002,0
120,60,570,90,9838,0
122,61,806,114,9678,0
124,62,1058,94,9525,0
126,63,1249,100,9376,0
128,64,1506,131,10170,0
130,65,708,119,8463,0
132,66,933,98,8530,0
134,67,1148,137,8761,0
136,68,805,119,8108,0
138,69,657,119,8868,0
140,70,447,125,8146,0
142,71,302,116,7171,0
144,72,38,132,6850,0
146,73,121,108,6758,0
148,74,321,108,6668,0
150,75,530,106,6580,0
152,76,721,106,6495,0
154,77,916,122,6411,0
156,78,1100,121,6330,0
158,79,1250,119,6251,0
160,80,1462,106,6175,0
162,81,1619,108,6099,0
164,82,1779,106,6025,0
166,83,1983,119,5953,0
168,84,2086,106,5883,0
170,85,2283,121,5814,0
172,86,2461,105,5748,0
174,87,2603,118,5682,0
176,88,2750,120,5618,0
178,89,2777,122,5556,0
180,90,2996,118,5495,0
182,91,3141,119,5435,0
184,92,3280,106,5377,0
186,93,3430,105,5320,0
188,94,3507,103,5264,0
190,95,3644,105,5209,0
192,96,3765,120,5155,0
194,97,3869,104,5103,0
196,98,3970,118,5051,0
198,99,4159,105,5001,0
200,100,4241,120,4951,0
202,101,4334,118,4902,0
204,102,4469,102,4855,0
206,103,4622,119,4808,0
208,104,4761,118,4762,0
210,105,4854,117,4717,0
212,106,4914,118,4673,0
214,107,5048,118,4630,0
216,108,5158,106,4588,0
218,109,5266,161,6911,0
220,110,5347,207,8619,0
222,111,5454,211,8551,0
224,112,5529,217,8830,0
226,113,5637,221,5018,0
228,114,2178,181,2180,0
230,115,2455,157,2289,0
232,116,2450,165,2449,0
234,117,2649,179,2656,0
236,118,2801,164,2802,0
238,119,2883,178,2777,0
240,120,2983,176,2755,0
242,121,3096,163,2733,0
244,122,3208,159,2711,0
246,123,3358,173,2688,0
248,124,3427,150,2668,0
250,125,3526,157,2646,0
252,126,3607,172,2625,0
254,127,3718,148,2605,0
256,128,3816,230,4585,0
258,129,3881,242,3881,0
260,130,2477,241,2406,0
262,131,2290,215,1577,0
264,132,2325,180,1612,0
266,133,2799,172,1867,0
268,134,2909,230,3040,0
270,135,3003,248,2151,0
272,136,1481,198,941,0
274,137,2338,249,2605,0
276,138,1130,241,654,0
278,139,1861,246,2154,0
280,140,1270,243,1272,0
282,141,566,249,566,0
284,142,526,246,265,0
286,143,543,259,281,0
288,144,62,258,1,0
290,145,38,242,1,0
292,146,0,229,1,0
294,147,121,227,1,0
296,148,240,227,1,0
298,149,321,227,1,0
300,150,473,227,1,0
302,151,530,227,1,0
304,152,630,227,1,0
306,153,722,227,1,0
308,154,921,227,1,0
310,155,916,227,1,0
312,156,1013,227,1,0
314,157,1101,227,1,0
316,158,1179,227,1,0
318,159,1250,227,1,0
320,160,1380,227,1,0
322,161,1462,227,1,0
324,162,1534,227,1,0
326,163,1620,227,1,0
328,164,1731,227,1,0
330,165,1780,227,1,0
332,166,1882,227,1,0
334,167,1984,227,1,0
336,168,1973,227,1,0
338,169,2087,227,1,0
340,170,2192,227,1,0
342,171,2283,227,1,0
344,172,2312,227,1,0
346,173,2462,227,1,0
348,174,2500,227,1,0
350,175,2603,227,1,0
352,176,2664,227,1,0
354,177,2751,227,1,0
356,178,2793,227,1,0
358,179,2867,227,1,0
360,180,2934,227,1,0
362,181,3006,227,1,0
364,182,3073,227,1,0
366,183,3141,227,1,0
368,184,3225,227,1,0
370,185,3281,227,1,0
372,186,3376,227,1,0
374,187,3431,227,1,0
376,188,3527,227,1,0
378,189,3509,227,1,0
380,190,3599,227,1,0
382,191,3645,227,1,0
384,192,3701,227,1,0
386,193,3766,227,1,0
388,194,3846,228,1,0
390,195,3870,227,1,0
392,196,3905,227,1,0
394,197,3968,227,1,0
396,198,4020,227,1,0
398,199,4161,227,1,0
400,200,4159,227,1,0
402,201,4198,227,1,0
404,202,4269,227,1,0
406,203,4289,227,1,0
408,204,4390,227,1,0
410,205,4480,227,1,0
412,206,4514,227,1,0
414,207,4622,227,1,0
416,208,4784,228,1,0
418,209,4762,227,1,0
420,210,4741,227,1,0
422,211,4855,227,1,0
424,212,4878,227,1,0
426,213,4915,227,1,0
428,214,4961,227,1,0
430,215,5049,227,1,0
432,216,5119,227,1,0
434,217,5159,227,1,0
436,218,5218,227,1,0
438,219,5267,227,1,0
440,220,5311,227,1,0
442,221,5348,227,1,0
444,222,5399,227,1,0
446,223,5456,227,1,0
448,224,5553,227,1,0
450,225,5530,227,1,0
452,226,5595,227,1,0
454,227,5638,227,1,0
456,228,5820,227,1,0
458,229,5734,227,1,0
460,230,5772,227,1,0
462,231,5809,227,1,0
464,232,5851,227,1,0
466,233,5900,227,1,0
468,234,5956,227,1,0
470,235,6002,227,1,0
472,236,6027,227,1,0
474,237,6068,227,1,0
476,238,6114,227,1,0
478,239,6166,227,1,0
480,240,6223,227,1,0
482,241,6199,227,1,0
484,242,6274,227,1,0
486,243,6304,227,2,0
488,244,6348,227,1,0
490,245,6387,227,1,0
492,246,6439,227,1,0
494,247,6479,227,1,0
496,248,6525,227,2,0
498,249,6543,227,0,0
500,250,6637,227,0,0
502,251,6613,227,1,0
504,252,6667,227,0,0
506,253,6746,227,0,0
508,254,6741,227,0,0
510,255,6781,227,0,0
512,256,6806,227,0,0
514,257,6854,227,0,0
516,258,6880,227,0,0
518,259,6920,227,0,0
520,260,6954,227,0,0
522,261,6994,227,0,0
524,262,7025,227,0,0
526,263,7032,227,0,0
528,264,7080,227,0,0
530,265,7126,227,0,0
532,266,7147,227,0,0
534,267,7173,227,0,0
536,268,7236,227,0,0
538,269,7285,227,0,0
540,270,7377,229,0,0
542,271,7350,227,0,0
544,272,7324,227,0,0
546,273,7407,227,0,0
548,274,7428,227,0,0
550,275,7434,227,0,0
552,276,7458,227,0,0
554,277,7491,227,0,0
556,278,7524,227,0,0
558,279,7537,227,0,0
560,280,7595,227,0,0
562,281,7635,227,0,0
564,282,7652,227,0,0
566,283,7710,227,0,0
568,284,7716,227,0,0
570,285,7766,227,0,0
572,286,7785,227,0,0
574,287,7809,227,0,0
576,288,7842,227,0,0
578,289,7878,227,0,0
580,290,8014,227,0,0
582,291,7939,227,0,0
584,292,7961,227,0,0
586,293,7982,227,0,0
588,294,8009,227,0,0
590,295,8040,227,0,0
592,296,8078,227,0,0
594,297,8106,227,0,0
596,298,8118,227,0,0
598,299,8144,227,0,0
600,300,8174,227,0,0
602,301,8209,227,0,0
604,302,8247,227,0,0
606,303,8221,227,0,0
608,304,8274,227,0,0
610,305,8293,227,0,0
612,306,8321,227,0,0
614,307,8345,227,0,0
616,308,8381,227,0,0
618,309,8407,227,0,0
620,310,8436,227,0,0
622,311,8447,227,0,0
624,312,8516,227,0,0
626,313,8489,227,0,0
628,314,8528,227,0,0
630,315,8549,227,0,0
632,316,8559,227,0,0
634,317,8603,227,0,0
636,318,8617,227,0,0
638,319,8651,227,0,0
640,320,8665,227,0,0
642,321,8692,227,0,0
644,322,8722,227,0,0
646,323,8741,227,0,0
648,324,8761,227,0,0
650,325,8760,227,0,0
652,326,8796,227,0,0
654,327,8827,227,0,0
656,328,8838,227,0,0
658,329,8854,227,0,0
660,330,8901,227,0,0
662,331,8936,227,0,0
664,332,9006,229,0,0
666,333,8980,227,0,0
668,334,9011,227,0,0
670,335,9016,227,0,0
672,336,9027,227,0,0
674,337,9028,227,0,0
676,338,9043,227,0,0
678,339,9066,227,0,0
680,340,9087,227,0,0
682,341,9134,227,0,0
684,342,9137,227,0,0
686,343,9165,227,0,0
688,344,9175,227,0,0
690,345,9218,227,0,0
692,346,9219,227,0,0
694,347,9244,227,0,0
696,348,9266,227,0,0
698,349,9283,229,0,0
700,350,9306,227,0,0
702,351,9331,227,0,0
704,352,9439,227,0,0
706,353,9373,227,0,0
708,354,9387,227,0,0
710,355,9401,227,0,0
712,356,9419,227,0,0
714,357,9440,227,0,0
716,358,9467,227,0,0
718,359,9487,227,0,0
720,360,9495,227,0,0
722,361,9511,227,0,0
724,362,9533,227,0,0
726,363,9557,227,0,0
728,364,9586,227,0,0
730,365,9561,227,0,0
732,366,9601,227,0,0
734,367,9612,227,0,0
736,368,9633,227,0,0
738,369,9649,227,0,0
740,370,9675,227,0,0
742,371,9694,227,0,0
744,372,9716,227,0,0
746,373,9720,227,0,0
748,374,9774,227,0,0
750,375,9748,227,0,0
752,376,9777,227,0,0
754,377,9822,227,0,0
756,378,9811,227,0,0
758,379,9836,227,0,0
760,380,9839,228,0,0
762,381,9864,227,0,0
764,382,9873,227,0,0
766,383,9893,227,0,0
768,384,9907,227,0,0
770,385,9927,227,0,0
772,386,9964,227,0,0
774,387,9938,227,0,0
776,388,9958,227,0,0
778,389,9989,227,0,0
780,390,9994,227,0,0
782,391,10006,227,0,0
784,392,10040,227,0,0
786,393,10068,227,0,0
788,394,10123,227,0,0
790,395,10098,227,0,0
792,396,10122,227,0,0
794,397,10123,227,0,0
796,398,10131,227,0,0
798,399,10130,227,0,0
800,400,10138,227,0,0
802,401,10154,227,0,0
804,402,10170,227,0,0
806,403,10173,227,0,0
808,404,10208,227,0,0
810,405,10202,227,0,0
812,406,10235,227,0,0
814,407,10247,227,0,0
816,408,10272,227,0,0
818,409,10296,227,0,0
